model,contract,item,dim,passed,reason,words,stratum
gemini-3.1-pro,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,C3,coverage,True,"The brief captures the distinct operational, financial, and administrative duties assigned to terminal parties, the procurement group, the billing party, and all investing parties.",15095,long
gemini-3.1-pro,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,C4,coverage,True,"The duration, initial period, and termination conditions are fully and accurately summarized from Paragraph 18 of the agreement.",15095,long
gemini-3.1-pro,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,C5,coverage,True,"Key risk provisions including liability exclusions, indemnification limits, default consequences, procurement immunity, and several liability are correctly highlighted.",15095,long
gemini-3.1-pro,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,U1,usability,True,"The note clearly defines acronyms and explains party roles, allowing a reader to grasp the agreement's structure and mechanics without external reference.",15095,long
gemini-3.1-pro,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,U2,usability,True,The information is concisely organized into logical categories and bullet points without copying lengthy contractual text.,15095,long
gemini-3.1-pro,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,U3,usability,True,"Each obligation and risk explicitly identifies the responsible party and the specific conditions, limits, or triggers involved.",15095,long
gemini-3.1-pro,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,F1,faithfulness,True,Both Reynolds Group Holdings Inc. and Reynolds Consumer Products Inc. are correctly named as they appear in the contract preamble.,17207,long
gemini-3.1-pro,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,F2,faithfulness,True,"All listed obligations accurately reflect the duties assigned to RGHI, RCP, Providers, and Recipients in Sections 2.1, 3.1, 5.1, 3.5, 4.2, 7.4, and 10.12.",17207,long
gemini-3.1-pro,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,F3,faithfulness,True,"The stated term accurately reflects Section 6.1 and the Exhibits, which specify a base term with individual service durations ranging from 12 to 24 months.",17207,long
gemini-3.1-pro,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,F4,faithfulness,False,"The brief incorrectly states that RCP must cease using 'Reynolds' names, whereas Section 8.3 explicitly places this restriction on RGHI and its Affiliates.",17207,long
gemini-3.1-pro,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,C1,coverage,True,"The brief correctly identifies both contracting parties, RGHI and RCP, as listed in the agreement preamble.",17207,long
gemini-3.1-pro,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,C2,coverage,True,"The purpose accurately summarizes the Preliminary Statement, describing the agreement as a transition services arrangement following an IPO separation.",17207,long
gemini-3.1-pro,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,C3,coverage,True,The brief captures material obligations for both RGHI (providing Transition Services) and RCP (providing Reverse Transition Services and backstopping guarantees).,17207,long
gemini-3.1-pro,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,C4,coverage,True,The term section correctly notes the commencement date and the variable 12-to-24-month expiration periods tied to individual services in the Exhibits.,17207,long
gemini-3.1-pro,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,C5,coverage,True,"The brief comprehensively covers the contract's key risk allocations, including liability caps, damage waivers, warranty disclaimers, exclusive remedies, termination rights, and IP restrictions.",17207,long
gemini-3.1-pro,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,U1,usability,True,"The note provides clear, standalone summaries of parties, purpose, obligations, term, and risks that require no external context to understand.",17207,long
gemini-3.1-pro,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,U2,usability,True,"The briefing note is highly concise, using bullet points to summarize complex clauses without pasting verbatim text.",17207,long
gemini-3.1-pro,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,U3,usability,True,"Each obligation and risk explicitly identifies the responsible party and the specific duty or limitation, avoiding vague or boilerplate language.",17207,long
gemini-3.1-pro,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,F1,faithfulness,True,Both parties named in the brief exactly match the parties identified in the contract preamble.,18608,long
gemini-3.1-pro,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,F2,faithfulness,True,All listed obligations for both NICE and the Contractor are directly supported by specific sections of the agreement.,18608,long
gemini-3.1-pro,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,F3,faithfulness,True,"The stated initial term, commencement date, and automatic renewal mechanism precisely match Section 16.1 of the contract.",18608,long
gemini-3.1-pro,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,F4,faithfulness,True,"Every risk mentioned, including termination rights, liquidated damages, liability caps, indemnities, IP rights, and non-exclusivity, is explicitly detailed in the contract.",18608,long
gemini-3.1-pro,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,C1,coverage,True,The brief correctly identifies both contracting parties.,18608,long
gemini-3.1-pro,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,C2,coverage,True,The purpose accurately summarizes the agreement as a turnkey manufacturing outsourcing arrangement for digital recording products.,18608,long
gemini-3.1-pro,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,C3,coverage,True,Material obligations for both the Contractor and NICE are clearly outlined in the key_obligations field.,18608,long
gemini-3.1-pro,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,C4,coverage,True,"The term, expiration, and renewal provisions are accurately captured from Section 16.1.",18608,long
gemini-3.1-pro,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,C5,coverage,True,"All major risk allocations, including liability caps, indemnities, unilateral termination, IP ownership, and non-exclusivity, are correctly summarized.",18608,long
gemini-3.1-pro,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,U1,usability,True,"The brief provides a clear, standalone summary that allows a reader to understand the agreement's core terms without the full text.",18608,long
gemini-3.1-pro,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,U2,usability,True,The note is concise and structured as a digest without verbatim clause copying.,18608,long
gemini-3.1-pro,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,U3,usability,True,"Obligations and risks are specific, identifying responsible parties and exact terms like notice periods, caps, and warranty durations.",18608,long
gemini-3.1-pro,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,F1,faithfulness,True,"Both Dova Pharmaceuticals, Inc. and Valeant Pharmaceuticals North America LLC are explicitly named as parties in the contract preamble.",26789,long
gemini-3.1-pro,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,F2,faithfulness,True,"All listed obligations for Valeant, Dova, and both parties are directly supported by specific articles and sections in the contract.",26789,long
gemini-3.1-pro,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,F3,faithfulness,True,"The four-year term from the September 26, 2018 Effective Date exactly matches Section 12.1 of the contract.",26789,long
gemini-3.1-pro,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,F4,faithfulness,True,"Every risk category mentioned (non-competition, non-solicitation, termination, IP, indemnities, liability limits, fee adjustments) is explicitly addressed in the corresponding contract articles.",26789,long
gemini-3.1-pro,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,C1,coverage,True,Both contracting parties are clearly identified in the brief's parties field.,26789,long
gemini-3.1-pro,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,C2,coverage,True,"The purpose accurately describes the co-promotion arrangement for DOPTELET in exchange for sales-based fees, matching the contract's recitals and operative provisions.",26789,long
gemini-3.1-pro,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,C3,coverage,True,"The brief distinctly outlines material obligations for Valeant, Dova, and joint responsibilities, ensuring both sides are covered.",26789,long
gemini-3.1-pro,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,C4,coverage,True,The term is accurately captured as four years from the effective date with provisions for early termination.,26789,long
gemini-3.1-pro,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,C5,coverage,True,"Key risk allocations including mutual indemnification, limitation of liability, termination rights, IP ownership, and fee adjustments are all correctly summarized.",26789,long
gemini-3.1-pro,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,U1,usability,True,"The brief provides a clear, standalone summary of the agreement's structure, duties, and risks without requiring external reference.",26789,long
gemini-3.1-pro,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,U2,usability,True,The content is presented as concise bullet points and summaries without verbatim clause copying.,26789,long
gemini-3.1-pro,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,U3,usability,True,Obligations and risks are specifically attributed to the correct party with clear descriptions of duties and consequences.,26789,long
gemini-3.1-pro,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,F1,faithfulness,True,Both parties are correctly named and match the contract's identification of Sender and Shipper.,35339,long
gemini-3.1-pro,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,F2,faithfulness,True,All listed obligations are directly traceable to specific clauses in the contract and correctly attributed to each party.,35339,long
gemini-3.1-pro,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,F3,faithfulness,True,The stated term and extension possibility exactly match the dates and conditions in the contract.,35339,long
gemini-3.1-pro,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,F4,faithfulness,True,"All risk allocations, including liability caps, termination rights, and penalty percentages, are accurately reflected in the contract.",35339,long
gemini-3.1-pro,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,C1,coverage,True,The brief correctly identifies both contracting parties.,35339,long
gemini-3.1-pro,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,C2,coverage,True,The purpose accurately describes the transportation of liquid hydrocarbons via the specified pipelines.,35339,long
gemini-3.1-pro,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,C3,coverage,True,Material obligations for both the Sender and Ecopetrol are clearly listed.,35339,long
gemini-3.1-pro,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,C4,coverage,True,The contract term and mutual extension arrangement are accurately captured.,35339,long
gemini-3.1-pro,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,C5,coverage,True,"Key risk allocations such as liability caps, indemnities, termination rights, and penalty clauses are comprehensively covered.",35339,long
gemini-3.1-pro,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,U1,usability,True,"The brief provides a clear, standalone summary that requires no external context to understand.",35339,long
gemini-3.1-pro,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,U2,usability,True,The note is concise and uses bullet points effectively without pasting long verbatim clauses.,35339,long
gemini-3.1-pro,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,U3,usability,True,"Obligations and risks are specific, naming the responsible party and exact conditions or percentages.",35339,long
gemini-3.1-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,F1,faithfulness,True,The parties listed in the brief exactly match the contracting entities named in the contract preamble.,38518,long
gemini-3.1-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,F2,faithfulness,True,All listed obligations are directly supported by specific contract sections and correctly assigned to the responsible party.,38518,long
gemini-3.1-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,F3,faithfulness,True,The stated commencement date and expiration conditions align precisely with Section 12.1.1 of the contract.,38518,long
gemini-3.1-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,F4,faithfulness,True,"Each risk mentioned corresponds to explicit provisions regarding termination, exclusivity, change of control, liability exclusions, indemnities, and IP reversion.",38518,long
gemini-3.1-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,C1,coverage,True,"Both Harpoon Therapeutics, Inc. and AbbVie Biotechnology Ltd are clearly identified as the contracting parties.",38518,long
gemini-3.1-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,C2,coverage,True,The purpose accurately describes the agreement as a development and option framework for therapeutic compounds.,38518,long
gemini-3.1-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,C3,coverage,True,"The brief outlines key duties for both Harpoon (development, licensing) and AbbVie (payments, commercialization diligence).",38518,long
gemini-3.1-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,C4,coverage,True,"The term details the effective date, duration tied to royalty terms, and the condition for early expiration if the option is not exercised.",38518,long
gemini-3.1-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,C5,coverage,True,"Major risk allocations including unilateral termination, exclusivity covenants, liability caps, indemnification, and IP reversion are all captured.",38518,long
gemini-3.1-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,U1,usability,True,"The note provides a clear, standalone summary of the deal structure, duties, timeline, and risks without requiring external context.",38518,long
gemini-3.1-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,U2,usability,True,The content is presented concisely in bullet points without copying lengthy verbatim text from the agreement.,38518,long
gemini-3.1-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,U3,usability,True,Each obligation and risk explicitly identifies the responsible party and the specific duty or restriction involved.,38518,long
gemini-3.1-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,F1,faithfulness,True,"The brief correctly identifies PhaseBio Pharmaceuticals Inc. and SFJ Pharmaceuticals X, Ltd., both of which are explicitly named as parties in the contract preamble.",45650,long
gemini-3.1-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,F2,faithfulness,True,"All listed obligations accurately reflect the contract's allocation of duties, including SFJ's funding and Asian trial responsibilities, and PhaseBio's US/EU trial, manufacturing, and milestone payment duties.",45650,long
gemini-3.1-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,F3,faithfulness,True,"The stated term precisely matches Section 14.1, correctly noting the January 9, 2020 commencement and expiration upon termination or final approval payment.",45650,long
gemini-3.1-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,F4,faithfulness,True,"Every risk cited, including the security interest, program transfer triggers, specific termination rights, exclusivity period, indemnities, liability waiver, and data transfer mechanics, is directly supported by corresponding contract sections.",45650,long
gemini-3.1-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,C1,coverage,True,"Both contracting entities, PhaseBio Pharmaceuticals Inc. and SFJ Pharmaceuticals X, Ltd., are clearly identified in the parties field.",45650,long
gemini-3.1-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,C2,coverage,True,The purpose accurately summarizes the agreement as a co-development partnership involving SFJ's funding and operational support in exchange for regulatory milestone payments.,45650,long
gemini-3.1-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,C3,coverage,True,"The key obligations section comprehensively covers material duties for both SFJ (funding, Asian trials) and PhaseBio (US/EU trials, manufacturing, milestone payments).",45650,long
gemini-3.1-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,C4,coverage,True,The term field correctly captures the commencement date and the two specific expiration triggers outlined in Section 14.1.,45650,long
gemini-3.1-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,C5,coverage,True,"The risks section thoroughly addresses the contract's major risk allocations, including security interests, unilateral termination rights, indemnification, liability limitations, exclusivity, and IP/data transfers.",45650,long
gemini-3.1-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,U1,usability,True,"The briefing note provides a clear, standalone summary of the agreement's structure, obligations, and risks without requiring external context.",45650,long
gemini-3.1-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,U2,usability,True,"The note is highly concise, using bullet points and summarized language rather than pasting lengthy contractual clauses.",45650,long
gemini-3.1-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,U3,usability,True,"All statements are specific, clearly attributing financial caps, percentages, and triggers to the responsible parties without relying on vague boilerplate language.",45650,long
gpt-5.6-terra,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,F1,faithfulness,True,The parties ABP Trust and Adam D. Portnoy are explicitly named in the contract's signature blocks.,109,short
gpt-5.6-terra,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,F2,faithfulness,True,The mutual obligation to jointly file the Schedule 13G/A and any amendments is directly stated in the agreement text.,109,short
gpt-5.6-terra,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,F3,faithfulness,True,"The contract contains no duration or expiration clause, making the 'not specified' designation accurate.",109,short
gpt-5.6-terra,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,F4,faithfulness,True,"The brief correctly lists no risks, as the contract contains no risk allocation or liability provisions.",109,short
gpt-5.6-terra,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,C1,coverage,True,"Both signatories, ABP Trust and Adam D. Portnoy, are correctly identified as the contracting parties.",109,short
gpt-5.6-terra,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,C2,coverage,True,The purpose accurately captures the agreement's function as a joint SEC filing for specific corporate stock.,109,short
gpt-5.6-terra,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,C3,coverage,True,The brief correctly reflects that both parties share the identical obligation to co-sign and file the schedule.,109,short
gpt-5.6-terra,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,C4,coverage,True,The absence of any term or expiration language in the contract is properly reported as not specified.,109,short
gpt-5.6-terra,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,C5,coverage,True,The contract is a straightforward joint filing agreement with no material risk allocations to report.,109,short
gpt-5.6-terra,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,U1,usability,True,"The brief clearly outlines the parties, regulatory context, and mutual duties without needing external context.",109,short
gpt-5.6-terra,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,U2,usability,True,The note concisely summarizes the key elements without pasting long verbatim clauses.,109,short
gpt-5.6-terra,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,U3,usability,True,"The obligations explicitly identify which party must participate in the filing, avoiding vague boilerplate.",109,short
gpt-5.6-terra,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,F1,faithfulness,True,Both parties named in the brief are explicitly identified in the contract header and signature block.,302,short
gpt-5.6-terra,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,F2,faithfulness,True,All listed obligations directly correspond to the services and payment terms outlined in the contract text.,302,short
gpt-5.6-terra,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,F3,faithfulness,True,"The stated 12-month term and dates exactly match the contract, and the note correctly identifies that renewal terms are absent.",302,short
gpt-5.6-terra,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,F4,faithfulness,True,Each risk mentioned is either a direct reference to a contract term or an accurate observation of missing standard clauses.,302,short
gpt-5.6-terra,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,C1,coverage,True,The brief correctly identifies both AstroNutrition.com and Deep Systems as the contracting parties.,302,short
gpt-5.6-terra,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,C2,coverage,True,The purpose accurately summarizes the agreement as a managed hosting contract with optional professional services.,302,short
gpt-5.6-terra,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,C3,coverage,True,The brief captures Deep Systems' service delivery obligations and AstroNutrition.com's payment obligations.,302,short
gpt-5.6-terra,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,C4,coverage,True,"The effective dates and duration are accurately stated, and the absence of renewal provisions is correctly noted.",302,short
gpt-5.6-terra,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,C5,coverage,True,"The brief correctly notes the absence of standard risk allocation clauses, which aligns with the sparse contract text.",302,short
gpt-5.6-terra,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,U1,usability,True,The note provides sufficient context and detail for a reader to understand the agreement's scope and terms without the original document.,302,short
gpt-5.6-terra,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,U2,usability,True,The information is concisely summarized in bullet points without copying long verbatim passages.,302,short
gpt-5.6-terra,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,U3,usability,True,"Each obligation and risk clearly identifies the responsible party and specific terms, avoiding vague language.",302,short
gpt-5.6-terra,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,F1,faithfulness,True,All three parties listed in the brief are explicitly named and correctly characterized in the contract preamble.,529,short
gpt-5.6-terra,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,F2,faithfulness,True,Every obligation cited in the brief directly corresponds to specific clauses in Sections One and Four of the addendum.,529,short
gpt-5.6-terra,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,F3,faithfulness,True,"The effective date and quarterly donation timeline match the contract, and the note correctly states that expiration and renewal terms are not specified.",529,short
gpt-5.6-terra,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,F4,faithfulness,True,"All identified risks accurately reflect the contract's reliance on an external agreement, undefined territory, mandatory pass-through donation, and limited reporting mechanism.",529,short
gpt-5.6-terra,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,C1,coverage,True,"The brief correctly identifies all three contracting entities: NFLA-NC, NFLA, and the Company.",529,short
gpt-5.6-terra,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,C2,coverage,True,The purpose accurately describes the document as an addendum to an endorsement agreement that adds a product and establishes donation terms.,529,short
gpt-5.6-terra,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,C3,coverage,True,"The note captures material obligations for the Company, NFLA-NC, and all parties collectively, ensuring balanced coverage.",529,short
gpt-5.6-terra,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,C4,coverage,True,"The term details align with the contract's effective date and quarterly schedule, and it correctly notes the absence of expiration or renewal provisions.",529,short
gpt-5.6-terra,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,C5,coverage,True,"The brief appropriately addresses the primary financial and reporting risks present in this short addendum, as no standard indemnity or liability clauses exist.",529,short
gpt-5.6-terra,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,U1,usability,True,"The summary provides sufficient context on parties, purpose, obligations, and risks for a reader to understand the agreement independently.",529,short
gpt-5.6-terra,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,U2,usability,True,"The note uses concise, paraphrased bullet points rather than pasting lengthy verbatim contract text.",529,short
gpt-5.6-terra,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,U3,usability,True,"Each obligation and risk explicitly names the responsible party and specifies exact amounts, conditions, or limitations.",529,short
gpt-5.6-terra,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,F1,faithfulness,True,"The brief correctly identifies Bank of America, N.A. and Cardlytics as the contracting parties, matching the contract exactly.",756,short
gpt-5.6-terra,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,F2,faithfulness,True,"All listed obligations, including software delivery, maintenance terms, source code triggers, and support arrangements, are directly supported by the contract text.",756,short
gpt-5.6-terra,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,F3,faithfulness,True,"The brief accurately notes the absence of an overall term while correctly detailing the acceptance, warranty, and maintenance periods as specified.",756,short
gpt-5.6-terra,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,F4,faithfulness,True,"Every risk cited, such as unilateral termination rights, source code delivery triggers, and TBD operational details, is explicitly stated in the contract.",756,short
gpt-5.6-terra,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,C1,coverage,True,"Both Bank of America, N.A. and Cardlytics are clearly identified as the parties to the schedule.",756,short
gpt-5.6-terra,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,C2,coverage,True,"The purpose accurately describes the document as a Product License Schedule and order for software licensing, maintenance, and related services under a master agreement.",756,short
gpt-5.6-terra,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,C3,coverage,True,"The brief captures obligations for both Supplier (software, maintenance, source code, training) and Bank of America (source code storage, fee payment terms, termination rights).",756,short
